Binomial name,Search count
Colwellia hornerae,1290
Chryseobacterium taihuense,1290
Streptomyces cinereospinus,1290
Streptomyces staurosporininus,1290
Macrococcus bohemicus,1280
Pseudomonas hydrolytica,1280
Streptomyces odonnellii,1280
Limnobaculum parvum,1280
Leptospira alstonii,1280
Comamonas odontotermitis,1280
Sphingobium quisquiliarum,1280
Bartonella capreoli,1270
Pseudomonas shirazica,1270
Mycobacterium basiliense,1270
Microbacterium kitamiense,1270
Rothia endophytica,1270
Kocuria salsicia,1270
Clostridium saudiense,1270
Pseudarthrobacter sulfonivorans,1260
Macrococcus goetzii,1260
Proteus columbae,1260
Pseudomonas monsensis,1260
Burkholderia orbicola,1260
Microbacterium thalassium,1260
Acidovorax defluvii,1260
Streptomyces lasiicapitis,1260
Acetomicrobium mobile,1260
Streptomyces similanensis,1250
Serratia nevei,1250
Streptomyces longhuiensis,1250
Corynebacterium hansenii,1250
Bacillus isabeliae,1250
Aeromonas rivuli,1250
Actinomadura geliboluensis,1250
Corallococcus macrosporus,1250
Mycoplana dimorpha,1240
Microbacterium saccharophilum,1240
Nocardiopsis kunsanensis,1240
Kingella negevensis,1240
Rhizobium mesosinicum,1240
Azospirillum rugosum,1240
Caballeronia zhejiangensis,1240
Flavobacterium plurextorum,1230
Achromobacter dolens,1230
Planococcus kocurii,1230
Rickettsia asiatica,1230
Nocardia gipuzkoensis,1230
Sinorhizobium kostiense,1230
Pseudomonas nitritireducens,1230
Solibacillus kalamii,1230
Pseudoclavibacter helvolus,1230
Heliomicrobium modesticaldum,1230
Paenibacillus fonticola,1220
Mycolicibacterium chubuense,1210
Vibrio europaeus,1210
Rhizobium yanglingense,1210
Clostridium liquoris,1210
Cryobacterium psychrotolerans,1210
Luteibacter anthropi,1210
Streptomyces thermospinosisporus,1210
Actinomadura atramentaria,1210
Flavobacterium tructae,1200
Mesorhizobium chacoense,1200
Staphylococcus cornubiensis,1200
Yersinia hibernica,1200
Micromonospora coxensis,1200
Gordonia cholesterolivorans,1200
Corynebacterium crudilactis,1200
Flavobacterium subsaxonicum,1200
Streptomyces kronopolitis,1200
Streptomyces cahuitamycinicus,1190
Pectobacterium polonicum,1190
Bradyrhizobium manausense,1190
Paraburkholderia megapolitana,1190
Agromyces aureus,1190
Paenibacillus terrigena,1190
Flavobacterium xinjiangense,1180
Aminobacter lissarensis,1180
Morococcus cerebrosus,1180
Streptomyces ziwulingensis,1170
Rhizobium binae,1170
Mesorhizobium temperatum,1170
Pseudomonas nicosulfuronedens,1170
Bacillus arachidis,1170
Nocardia flavorosea,1170
Microbulbifer elongatus,1170
Pseudomonas wadenswilerensis,1170
Pseudomonas turukhanskensis,1170
Cecembia lonarensis,1170
Streptomyces yaanensis,1160
Vibrio agarivorans,1160
Lentilactobacillus diolivorans,1160
Rhodococcus phenolicus,1160
Rhizobium johnstonii,1160
Streptomyces lacrimifluminis,1160
Pseudomonas mangiferae,1160
Bhargavaea beijingensis,1160
Bartonella queenslandensis,1160
Chryseobacterium geocarposphaerae,1150
Rhizobium esperanzae,1150
Actinomadura bangladeshensis,1150
Enterococcus rotai,1150
Streptomyces cinnabarigriseus,1150
Marinobacter gudaonensis,1150
Burkholderia mayonis,1150
Trinickia caryophylli,1150
Paenibacillus daejeonensis,1140
Xenorhabdus ehlersii,1140
Micromonospora profundi,1140
Paraburkholderia bryophila,1140
Brevibacterium ravenspurgense,1140
Myroides phaeus,1140
Acinetobacter albensis,1140
Leifsonia rubra,1140
Chryseobacterium rhizoplanae,1130
Pseudomonas fildesensis,1130
Vibrio japonicus,1130
Kocuria carniphila,1130
Streptomyces sennicomposti,1130
Enterococcus saigonensis,1130
Modestobacter multiseptatus,1130
Streptomyces lushanensis,1120
Bradyrhizobium paxllaeri,1120
Streptococcus toyakuensis,1120
Halorubrum lipolyticum,1120
Mycolicibacterium mucogenicum,1120
Streptomyces arcticus,1120
Alteromonas hispanica,1120
Pandoraea faecigallinarum,1120
Streptomyces kaempferi,1120
Streptomyces roietensis,1110
Amycolatopsis lexingtonensis,1110
Pseudomonas sichuanensis,1110
Sphingomonas phyllosphaerae,1110
Pseudarthrobacter psychrotolerans,1110
Pseudomonas fitomaticsae,1110
Bifidobacterium eulemuris,1110
Pseudoalteromonas fuliginea,1110
Chryseobacterium taichungense,1110
Pusillimonas noertemannii,1110
Dyella terrae,1110
Staphylococcus caeli,1110
Caenibius tardaugens,1110
Pandoraea fibrosis,1100
Achromobacter agilis,1100
Veillonella infantium,1100
Streptomyces capitiformicae,1100
Clostridium aciditolerans,1100
Microbacterium yannicii,1100
Burkholderia singularis,1100
Pseudomonas nunensis,1100
Mycobacterium persicum,1090
Bradyrhizobium viridifuturi,1090
Citrobacter cronae,1090
Epilithonimonas vandammei,1090
Pseudomonas anuradhapurensis,1090
Promicromonospora sukumoe,1090
Paraphotobacterium marinum,1090
Paraburkholderia terricola,1090
Erwinia iniecta,1080
Streptomyces asoensis,1080
Planococcus plakortidis,1080
Clostridium tepidum,1080
Streptomyces glebosus,1080
Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis,1080
Vibrio ezurae,1080
Streptococcus marimammalium,1080
Actinomadura yumaensis,1070
Microbacterium mangrovi,1070
Actinomadura mexicana,1070
Streptomyces krungchingensis,1070
Bradyrhizobium cajani,1070
[Curtobacterium] plantarum,1070
Pseudomonas kermanshahensis,1070
Mycolicibacterium phocaicum,1070
Sinorhizobium mexicanum,1070
Bradyrhizobium rifense,1070
Microbacterium ginsengiterrae,1070
Halobiforma nitratireducens,1070
Rhizobium lentis,1060
Streptomyces nymphaeiformis,1060
Kaistella jeonii,1060
Leptothrix mobilis,1060
Bifidobacterium tissieri,1060
Rhizobium sophorae,1050
Nocardiopsis alkaliphila,1050
Mesorhizobium septentrionale,1050
Mesorhizobium tamadayense,1050
Promicromonospora citrea,1050
Dietzia lutea,1050
Providencia huaxiensis,1050
Microterricola viridarii,1050
Vibrio xiamenensis,1050
Actinotignum sanguinis,1050
Streptomyces lydicamycinicus,1050
Rhizobium sophoriradicis,1040
Pseudomonas xantholysinigenes,1040
Streptomyces musisoli,1040
Pseudomonas canavaninivorans,1040
Legionella steigerwaltii,1040
Pseudomonas promysalinigenes,1040
Bradyrhizobium huanghuaihaiense,1040
Pseudoalteromonas piratica,1040
Nocardiopsis halophila,1040
Tatumella morbirosei,1040
Streptomyces pinistramenti,1040
Mycoplana ramosa,1040
Arthrobacter methylotrophus,1030
Nonomuraea candida,1030
Mesorhizobium camelthorni,1030
Xanthomonas dyei,1030
Acetobacter sicerae,1030
Photobacterium aquimaris,1030
Arhodomonas aquaeolei,1030
Flavobacterium antarcticum,1030
Bradyrhizobium symbiodeficiens,1020
Rhizobium hidalgonense,1020
Gordonia phthalatica,1020
Arcanobacterium hippocoleae,1020
Corynebacterium pollutisoli,1020
Cnuibacter physcomitrellae,1020
Corynebacterium pseudopelargi,1020
Brucella pseudogrignonensis,1020
Mycobacterium paraseoulense,1020
Streptomyces altiplanensis,1020
Haloterrigena salina,1020
Bradyrhizobium cosmicum,1010
Streptomyces albiflavescens,1010
Microbacterium aurantiacum,1010
Shewanella fidelis,1010
Chimaeribacter arupi,1010
Staphylococcus borealis,1010
Pseudomonas iranensis,1010
Vibrio celticus,1010
Micromonospora endophytica,1010
Blastomonas fulva,1010
Corynebacterium choanae,1010
Campylobacter armoricus,1010
Shewanella morhuae,1010
Lentibacillus jeotgali,1010
Mycobacterium fragae,1000
Asticcacaulis benevestitus,999
Salinibacterium amurskyense,995
Actinomadura vinacea,993
Vibrio ostreicida,993
Chromobacterium aquaticum,992
Lachnobacterium bovis,991
Rhizobium azibense,988
Enterobacter quasihormaechei,988
Streptococcus hongkongensis,985
Acinetobacter apis,983
Pseudomonas izuensis,980
Pseudomonas kurunegalensis,980
Photobacterium indicum,980
Bacillus hominis,972
Aeromonas australiensis,972
Bartonella krasnovii,969
Streptomyces bauhiniae,969
Mycolicibacter terrae,967
Mycobacterium pseudokansasii,967
Streptococcus porcorum,967
Fulvimonas soli,964
Rhizobium ruizarguesonis,964
Viridibacillus arvi,964
Streptococcus rupicaprae,964
Citrobacter telavivensis,962
Rahnella variigena,961
Sphingomonas endophytica,961
Bradyrhizobium amphicarpaeae,958
Natrialba hulunbeirensis,958
Macrococcus hajekii,957
Campylobacter ornithocola,955
Parabacteroides faecis,953
Patulibacter medicamentivorans,951
Enterococcus quebecensis,950
Microbulbifer aggregans,950
Colwellia piezophila,950
Nocardia vulneris,950
Bradyrhizobium denitrificans,949
Microbacterium oryzae,948
Bartonella rattaustraliani,947
Arcanobacterium pluranimalium,947
Mycetohabitans endofungorum,946
Pseudomonas solani,945
Nonomuraea jabiensis,944
Actinomadura graeca,943
Brevibacillus nitrificans,942
Trichococcus flocculiformis,941
Streptomyces venetus,941
Acinetobacter chinensis,940
Streptococcus downii,939
Streptomyces geranii,937
Clostridium nitrophenolicum,937
Achromobacter anxifer,936
Sinorhizobium kummerowiae,936
Pseudomonas tensinigenes,936
Bradyrhizobium shewense,935
Pseudomonas vanderleydeniana,935
Rhodonellum psychrophilum,934
Methanosarcina spelaei,931
Microbacterium hydrothermale,930
Heyndrickxia oleronia,929
Celeribacter neptunius,929
Bradyrhizobium iriomotense,928
Micromonospora haikouensis,925
Marinobacterium rhizophilum,921
Sphingobium scionense,920
Pseudomonas asgharzadehiana,917
Aeromonas lusitana,917
Bradyrhizobium neotropicale,916
Rhodovastum atsumiense,916
Microbacterium dextranolyticum,915
Microbacterium ketosireducens,914
Vibrio hispanicus,914
Shewanella seohaensis,914
Streptomyces apricus,913
Enterococcus ureasiticus,913
Musicola paradisiaca,912
Staphylococcus debuckii,911
Brachyspira alvinipulli,911
Enterobacter wuhouensis,908
Micromonospora krabiensis,908
Legionella santicrucis,907
Mycobacterium innocens,906
Actinopolymorpha singaporensis,904
Methanocorpusculum sinense,904
Shewanella marinintestina,903
Pseudomonas brassicae,903
Pantoea wallisii,903
Thomasclavelia ramosa,902
Pseudomonas muyukensis,900
Streptomyces boluensis,900
Chromobacterium phragmitis,899
Clostridium ganghwense,899
Saccharibacillus kuerlensis,897
Mycolicibacterium moriokaense,896
Azospirillum formosense,894
Aeromonas tecta,893
Shewanella aestuarii,893
Alicyclobacillus fastidiosus,892
Streptomyces cylindrosporus,891
Amycolatopsis tolypomycina,890
Streptomyces durocortorensis,890
Lelliottia jeotgali,887
Uruburuella suis,885
Pseudomonas fakonensis,884
Mammaliicoccus vitulinus,884
Chromobacterium amazonense,882
Nocardia kruczakiae,882
Staphylococcus singaporensis,882
Shewanella hafniensis,881
Methylomonas paludis,880
Streptomyces seymenliensis,880
Streptomyces polygonati,879
Enterococcus plantarum,878
Streptomyces fabae,877
Mycobacteroides salmoniphilum,877
Herbaspirillum autotrophicum,876
Gordonia insulae,876
Corynebacterium lubricantis,876
Citrifermentans bemidjiense,875
Longispora albida,873
Mycobacteroides immunogenum,872
Planococcus versutus,871
Paraburkholderia dioscoreae,868
Pseudomonas hamedanensis,868
Mesorhizobium sangaii,866
Streptomyces liliiviolaceus,865
Streptomyces triticisoli,865
Moritella japonica,862
Pectobacterium peruviense,861
Mycobacterium attenuatum,861
Actinomadura luteofluorescens,861
Paenibacillus cellulositrophicus,861
Mammaliicoccus stepanovicii,861
Polynucleobacter duraquae,860
Rhodopseudomonas pseudopalustris,860
Streptomyces indoligenes,859
Streptomyces salinarius,858
Nocardiopsis xinjiangensis,856
Streptomyces coriariae,856
Pseudomonas alvandae,855
Halobiforma haloterrestris,855
Reyranella massiliensis,855
Gordonia hydrophobica,853
Mycobacterium decipiens,852
Streptomyces hilarionis,852
Bacillus sanguinis,850
Amycolatopsis regifaucium,850
Macrococcus epidermidis,849
Streptomyces hayashii,849
Pseudomonas maumuensis,845
Actinomadura viridis,845
Mycobacterium angelicum,844
Haloarcula amylolytica,841
Mycobacterium bourgelatii,839
Nocardia kroppenstedtii,839
Paraburkholderia phenazinium,839
Azospirillum melinis,839
Planococcus halotolerans,838
Halomonas lutea,838
Caballeronia grimmiae,834
Phyllobacterium zundukense,834
Dyella marensis,833
Gluconobacter kondonii,833
Desulforapulum autotrophicum,832
Bacillus ectoiniformans,831
Paenibacillus thailandensis,831
Mycolicibacterium aichiense,827
Xanthomonas codiaei,827
Vibrio gallicus,827
Aliivibrio finisterrensis,824
Mycolicibacterium tokaiense,823
Streptococcus orisasini,823
Alteromonas lipolytica,823
Pseudoalteromonas peptidolytica,822
Aminobacter aganoensis,821
Enterococcus ureilyticus,820
Nocardiopsis metallicus,819
Micromonospora siamensis,819
Arcanobacterium canis,819
Streptomyces fructofermentans,816
Streptococcus azizii,816
Actinomadura nitritigenes,815
Priestia koreensis,813
Acetomicrobium flavidum,813
Candidimonas nitroreducens,812
Pigmentiphaga daeguensis,812
Acinetobacter lanii,811
Nocardia altamirensis,811
Streptococcus saliviloxodontae,811
Flavobacterium sinopsychrotolerans,809
Vibrio comitans,808
Enterococcus viikkiensis,806
Staphylococcus argensis,805
Streptomyces silvae,802
Mycolicibacterium parafortuitum,802
Actinophytocola oryzae,802
Rhizobium viscosum,799
Mycolicibacterium flavescens,799
Vibrio bivalvicida,797
Trueperella abortisuis,796
Pseudarthrobacter siccitolerans,796
Chryseobacterium arachidis,794
Mycolicibacterium poriferae,794
Acinetobacter pragensis,794
Micromonospora pisi,793
Pseudoalteromonas donghaensis,792
Streptomyces caeni,792
Duffyella gerundensis,789
Aerosticca soli,789
Herminiimonas glaciei,789
Bacillus manusensis,788
Pseudomonas kitaguniensis,788
Phocaeicola massiliensis,788
Streptomyces griseiscabiei,787
Vibrio gallaecicus,787
Paucilactobacillus wasatchensis,787
Neisseria dumasiana,787
Kutzneria buriramensis,785
Vibrio hyugaensis,783
Paraburkholderia kirstenboschensis,782
Rhizobium aegyptiacum,781
Phyllobacterium endophyticum,781
Micromonospora mirobrigensis,780
Streptomyces guryensis,779
Xanthomonas bromi,778
Pseudoalteromonas byunsanensis,778
Bacillus rhizoplanae,778
Yersinia canariae,777
Yersinia nurmii,777
Vibrio thalassae,776
Paraburkholderia piptadeniae,776
Hoeflea marina,776
Lewinella cohaerens,776
Xenorhabdus japonica,775
Actinomadura meyerae,773
Luteibacter yeojuensis,773
Xenorhabdus beddingii,773
Nonomuraea dietziae,772
Listeria costaricensis,772
Bifidobacterium castoris,772
[Corynebacterium] ilicis,771
Pantoea coffeiphila,770
Lentilactobacillus parakefiri,770
Paraburkholderia ginsengisoli,770
Bifidobacterium imperatoris,769
Pseudomonas bubulae,769
Paraburkholderia monticola,769
Leifsonia naganoensis,769
Streptococcus loxodontisalivarius,768
Pseudomonas xanthosomatis,767
Vibrio superstes,767
Staphylococcus roterodami,766
Clostridium aestuarii,765
Elizabethkingia occulta,765
Staphylococcus ureilyticus,763
Burkholderia savannae,763
Bradyrhizobium stylosanthis,762
Neisseria zalophi,762
Vibrio hangzhouensis,762
Pseudomonas laurylsulfatiphila,762
Flavobacterium swingsii,762
Acidiphilium organovorum,761
Sphingomonas rubra,761
Phyllobacterium leguminum,760
Sphingobium abikonense,760
Mesorhizobium hawassense,760
Bradyrhizobium tropiciagri,758
Serratia inhibens,758
Shewanella inventionis,757
Stigmatella erecta,756
Agromyces italicus,756
Microbacterium marinum,752
Novosphingobium naphthalenivorans,751
Mycolicibacterium peregrinum,751
Dickeya undicola,751
Mycolicibacterium madagascariense,751
Aquaspirillum arcticum,750
Microbacterium natoriense,750
Cupriavidus plantarum,749
Levilactobacillus zymae,748
Myroides marinus,748
Kribbella sandramycini,746
Mesobacillus jeotgali,745
Pseudomonas persica,744
Nocardia gamkensis,744
Brevibacillus gelatini,741
Cytobacillus solani,740
Nonomuraea endophytica,739
Agrobacterium leguminum,739
Rhizobium metallidurans,738
Halopelagius inordinatus,738
Kaistia adipata,737
Haemophilus paracuniculus,737
Gluconobacter cerevisiae,736
Pseudomonas palmensis,735
Trichococcus collinsii,734
Clostridium bovifaecis,733
Alicyclobacillus sacchari,733
Mycolicibacterium gadium,732
Microbulbifer salipaludis,732
Oceanimonas smirnovii,732
Sphingomonas ginsenosidimutans,732
Planococcus maitriensis,730
Enterococcus innesii,729
Acinetobacter modestus,726
Pseudomonas azerbaijanorientalis,725
Mycolicibacterium aubagnense,720
Mycobacterium grossiae,719
Nocardia testacea,718
Mycolicibacterium insubricum,718
Kribbella qitaiheensis,716
Acinetobacter portensis,716
Sphingobium wenxiniae,716
Acidithiobacillus ferrianus,715
Pseudomonas humi,714
Kutzneria kofuensis,713
Dickeya lacustris,713
Micromonospora rhizosphaerae,713
Nitrobacter alkalicus,713
Actinomadura macra,712
Aliivibrio sifiae,712
Vibrio inusitatus,712
Ramlibacter henchirensis,709
Paraburkholderia madseniana,709
Comamonas composti,707
Actinoplanes globisporus,704
Pseudomonas neuropathica,702
Cutibacterium namnetense,702
Pseudomonas karstica,701
Aeromonas fluvialis,701
Phyllobacterium bourgognense,700
Vibrio areninigrae,699
Mammaliicoccus fleurettii,699
Alteromonas portus,698
Brevibacterium senegalense,696
Proteus alimentorum,695
Photobacterium frigidiphilum,693
Micromonospora pattaloongensis,693
Vibrio artabrorum,692
Pseudomonas oryzicola,692
Streptococcus himalayensis,692
Nocardiopsis sinuspersici,691
Chromobacterium rhizoryzae,691
Sphingomonas yunnanensis,691
Okibacterium fritillariae,691
Clostridium moniliforme,687
Catellatospora chokoriensis,686
Polynucleobacter cosmopolitanus,686
Streptococcus ilei,685
Micromonospora wenchangensis,685
Flavobacterium piscis,684
Vibrio tarriae,679
Vibrio algivorus,678
Dyella soli,678
Shewanella sairae,677
Amycolatopsis kentuckyensis,677
Marinobacter mobilis,676
Chromobacterium paludis,675
Flavobacterium urumqiense,673
Paraglaciecola agarilytica,672
Marinobacter guineae,672
Cytobacillus gottheilii,671
Bartonella kosoyi,670
Bacillus paramobilis,669
Paracidovorax citrulli,669
Shewanella pneumatophori,669
Brevibacillus limnophilus,666
Amycolatopsis roodepoortensis,665
Nonomuraea turkmeniaca,664
Micromonospora humi,664
Vibrio atypicus,664
Thiococcus pfennigii,664
Nocardia vermiculata,663
Micromonospora noduli,663
Lentilactobacillus curieae,662
Caballeronia humi,661
Rhizobium aethiopicum,660
Bradyrhizobium guangxiense,660
Dickeya parazeae,659
Alishewanella fetalis,659
Brucella tritici,659
Microbacterium arthrosphaerae,659
Mycolicibacterium alvei,658
Natrialba chahannaoensis,658
Pseudomonas alliivorans,657
Brevibacterium yomogidense,656
Photobacterium carnosum,655
Melittangium lichenicola,655
Trichococcus palustris,653
Bradyrhizobium septentrionale,653
Flavobacterium cerinum,653
Methanolobus profundi,653
Xenorhabdus koppenhoeferi,652
Paraburkholderia aspalathi,651
Limosilactobacillus frumenti,650
Myroides pelagicus,649
Helicobacter anseris,648
Bradyrhizobium embrapense,647
Stenotrophomonas tumulicola,647
Candidimonas bauzanensis,647
Yersinia pekkanenii,646
Rhodococcus pseudokoreensis,646
Acinetobacter piscicola,645
Actinomadura fibrosa,644
Methanolobus taylorii,644
Mycolicibacterium fallax,643
Corynebacterium gerontici,643
Serinicoccus marinus,641
Shewanella schlegeliana,639
Campylobacter vulpis,638
Shewanella oncorhynchi,638
Paraburkholderia pallida,637
Kocuria aegyptia,637
Gordonia jinghuaiqii,636
Mycolicibacterium duvalii,636
Microbulbifer pacificus,635
Bhargavaea ginsengi,635
Kineococcus xinjiangensis,635
Niallia taxi,632
Mycobacterium kiyosense,631
Herminiimonas fonticola,630
Streptococcus troglodytidis,630
Bifidobacterium criceti,628
Pseudomonas gozinkensis,627
Mycolicibacterium helvum,626
Polynucleobacter paneuropaeus,626
Bifidobacterium anseris,624
Pseudarthrobacter defluvii,624
Paraburkholderia sediminicola,624
Neorhizobium alkalisoli,624
Pectobacterium quasiaquaticum,623
Bifidobacterium primatium,622
Campylobacter novaezeelandiae,622
Amycolatopsis eburnea,622
Brevibacterium pityocampae,622
Mycolicibacterium anyangense,622
Photobacterium jeanii,621
Sphingomonas insulae,620
Mycolicibacterium iranicum,619
Photobacterium piscicola,617
Bradyrhizobium nitroreducens,617
Mycobacterium alsense,615
Nonomuraea rubra,614
Aeromonas aquatica,614
Actinokineospora cianjurensis,613
Mycolicibacterium frederiksbergense,612
Pseudochrobactrum algeriensis,612
Neisseria arctica,611
Vibrio neonatus,611
Microbacterium caowuchunii,610
Pseudomonas allokribbensis,610
Mycobacterium syngnathidarum,609
Achromobacter veterisilvae,607
Nocardia barduliensis,605
Pseudomonas marianensis,605
Spirillospora albida,604
Pseudomonas pharmacofabricae,603
Clostridium combesii,603
Corynebacterium guangdongense,603
Staphylococcus lloydii,603
Mycolicibacterium sarraceniae,602
Mycoplasmopsis synoviae,602
Mycobacterium neglectum,601
Kribbella antibiotica,600
Asticcacaulis taihuensis,599
Yersinia wautersii,599
Bifidobacterium simiarum,597
Limosilactobacillus gastricus,597
Xanthomonas hydrangeae,597
Gordonia humi,597
Rhizobium altiplani,597
Trueperella bialowiezensis,597
Sandarakinorhabdus limnophila,597
Bacillus massiliigabonensis,595
Micromonospora sediminicola,595
Endobacter medicaginis,595
Rhodopseudomonas pentothenatexigens,595
Aquibium oceanicum,594
Legionella steelei,593
Sphingobium phenoxybenzoativorans,593
Bifidobacterium scaligerum,593
Arthrobacter ulcerisalmonis,592
Pseudomonas aromaticivorans,590
Brevibacterium jeotgali,590
Mycolicibacter hiberniae,589
Caballeronia terrestris,588
Mycolicibacterium senegalense,586
Pusillimonas ginsengisoli,586
Arthrobacter bambusae,585
Nocardiopsis listeri,584
Nonomuraea solani,584
Bradyrhizobium nanningense,580
Pseudomonas uvaldensis,580
Azospirillum palustre,580
Pseudomonas defluvii,579
Desulforamulus ruminis,577
Rhizobium herbae,576
Nocardia ninae,575
Leifsonia psychrotolerans,575
Corynebacterium faecale,575
Pseudoalteromonas neustonica,575
Staphylococcus casei,574
Mycolicibacter minnesotensis,573
Rahnella woolbedingensis,572
Bradyrhizobium niftali,572
Nonomuraea jiangxiensis,572
Pseudomonas asuensis,571
Arthrobacter polaris,571
Borreliella spielmanii,569
Bartonella callosciuri,568
Caballeronia calidae,568
Perlucidibaca piscinae,568
Actinopolymorpha cephalotaxi,567
Actinomadura formosensis,566
Acinetobacter guerrae,565
Tatumella punctata,565
Nocardia donostiensis,564
Micromonospora ferruginea,564
Bifidobacterium italicum,563
Actinomyces haliotis,562
Chryseobacterium capnotolerans,562
Jeotgalibaca arthritidis,561
Nocardia aurantia,560
Pseudomonas tehranensis,560
Bifidobacterium catulorum,560
Xanthomonas maliensis,559
Actinomadura montaniterrae,559
Caballeronia cordobensis,559
Kaistella antarctica,558
Paraburkholderia steynii,558
Jeotgalibaca porci,557
Ideonella azotifigens,557
Vibrio madracius,555
Actinophytocola algeriensis,555
Dyella koreensis,555
Nguyenibacter vanlangensis,555
Gillisia mitskevichiae,553
Bifidobacterium goeldii,553
Pseudomonas schmalbachii,552
Isoptericola jiangsuensis,552
Swingsia samuiensis,552
Psychromicrobium lacuslunae,551
Paenibacillus guangzhouensis,550
Staphylococcus shinii,549
Clostridium huakuii,547
Borrelia maritima,546
Phyllobacterium salinisoli,546
Bifidobacterium margollesii,545
Dyella telluris,544
Psychromonas marina,544
Janthinobacterium rivuli,544
Pseudomonas yangonensis,543
Pseudomonas arcuscaelestis,543
Mycobacterium lehmannii,543
Ensifer sesbaniae,541
Enterococcus wangshanyuanii,541
Rhodopseudomonas harwoodiae,541
Pseudoalteromonas arabiensis,539
Novosphingobium chloroacetimidivorans,538
Caulobacter fusiformis,538
Shewanella gaetbuli,537
Promicromonospora vindobonensis,535
Corallococcus exercitus,535
Pseudomonas farris,535
Pandoraea commovens,534
Mycolicibacterium diernhoferi,532
Komagataeibacter melomenusus,532
Polynucleobacter yangtzensis,531
Mycolicibacter heraklionensis,531
Azospirillum picis,530
Rahnella bruchi,529
Diaminobutyricimonas aerilata,525
Mesorhizobium gobiense,525
Rhizobium ecuadorense,524
Polynucleobacter wuianus,524
Vibrio cidicii,524
Actinokineospora cibodasensis,524
Mycolicibacterium boenickei,522
Rhizobacter dauci,522
Mycoplasmopsis pulmonis,522
Gluconacetobacter takamatsuzukensis,521
Nocardia lijiangensis,520
Nocardiopsis terrae,520
Streptococcus vicugnae,520
Brevibacillus fortis,519
Bifidobacterium callimiconis,519
Bifidobacterium samirii,519
Pseudomonas aylmerensis,518
Staphylococcus ratti,518
Lentilactobacillus farraginis,518
Rodentibacter rarus,516
Bradyrhizobium frederickii,515
Yersinia rochesterensis,515
Sphingobium faniae,515
Bartonella silvatica,515
Pseudomonas cyclaminis,514
Chryseobacterium vietnamense,513
Photobacterium lutimaris,512
Planococcus salinarum,512
Micromonospora orduensis,511
Nonomuraea wenchangensis,510
Lysinibacillus contaminans,510
Heyndrickxia sporothermodurans,510
Amycolatopsis albidoflavus,509
Phyllobacterium sophorae,508
Mycolicibacterium farcinogenes,507
Pseudomonas ovata,507
Bartonella acomydis,507
Actinomadura glauciflava,506
Paraburkholderia agricolaris,505
Niallia nealsonii,505
Bifidobacterium apri,505
Brucella cytisi,505
Helicobacter baculiformis,505
Parapusillimonas granuli,505
Micromonospora violae,504
Pseudomonas morbosilactucae,504
Sphingobium limneticum,504
Mesorhizobium delmotii,503
Actinomadura rubrisoli,502
Pseudomonas aegrilactucae,502
Mycolicibacter kumamotonensis,502
Lentilactobacillus otakiensis,502
Weissella bombi,501
Saccharothrix longispora,501
Kocuria himachalensis,501
Smaragdicoccus niigatensis,501
Symbiopectobacterium purcellii,500
Sphingobium cupriresistens,500
Sphingomonas cynarae,500
Paraburkholderia dipogonis,499
Brachybacterium endophyticum,499
Nonomuraea recticatena,499
Duganella radicis,499
Epilithonimonas lactis,498
Thomasclavelia spiroformis,498
Mycolicibacterium goodii,497
Mesorhizobium wenxiniae,496
Actinomadura physcomitrii,496
Williamsia maris,496
Micromonospora maritima,495
Micromonospora avicenniae,494
Bradyrhizobium ferriligni,494
Mycolicibacterium septicum,494
Mesorhizobium waimense,493
Clostridium thailandense,493
Helicobacter cynogastricus,493
Micromonospora taraxaci,492
Achromobacter aloeverae,491
Paenibacillus relictisesami,490
Pseudomonas huaxiensis,490
Haloferax chudinovii,490
Pseudomonas lalucatii,489
Bradyrhizobium quebecense,489
Agromyces salentinus,489
Bifidobacterium vansinderenii,487
Pseudomonas quebecensis,486
Dietzia aurantiaca,485
Shewanella psychromarinicola,485
Bradyrhizobium kavangense,484
Pseudomonas insulae,484
Pseudomonas petroselini,484
Vibrio syngnathi,483
Rodentibacter ratti,482
Galbibacter marinus,482
Paraburkholderia metrosideri,481
Eikenella exigua,479
Nocardia sienata,478
Pseudomonas paraversuta,478
Aeromonas lacus,477
Nocardia xishanensis,476
Mycetocola zhujimingii,475
Acinetobacter terrae,475
Alteromonas aestuariivivens,475
Bacteroides zhangwenhongii,474
Agromyces lapidis,474
Listeria immobilis,474
Methylomonas lenta,474
Veillonella caviae,473
Parageobacillus galactosidasius,473
Microbulbifer maritimus,473
Pseudomonas zanjanensis,472
Pseudomonas atagonensis,472
Shewanella glacialipiscicola,472
Proteus faecis,471
Thiomonas bhubaneswarensis,471
Paraburkholderia ginsengiterrae,471
Photobacterium sanctipauli,470
Myroides albus,470
Microbacterium insulae,470
Caballeronia concitans,470
Pseudarthrobacter polychromogenes,469
Mesorhizobium shonense,468
Chromobacterium sphagni,467
Cytobacillus horneckiae,467
Vibrio cortegadensis,466
Kaistia granuli,466
Enterococcus olivae,465
Hoeflea halophila,465
Catellatospora coxensis,465
Paraburkholderia rhynchosiae,465
Trueperella pecoris,464
Brucella pseudintermedia,464
Micromonospora polyrhachis,463
Marinobacterium sediminicola,462
Kocuria gwangalliensis,461
Xylanimonas allomyrinae,460
Sphingobium vermicomposti,460
