Binomial name
Duffyella gerundensis
Aerosticca soli
Herminiimonas glaciei
Bacillus manusensis
Pseudomonas kitaguniensis
Phocaeicola massiliensis
Streptomyces griseiscabiei
Vibrio gallaecicus
Paucilactobacillus wasatchensis
Neisseria dumasiana
Kutzneria buriramensis
Vibrio hyugaensis
Paraburkholderia kirstenboschensis
Rhizobium aegyptiacum
Phyllobacterium endophyticum
Micromonospora mirobrigensis
Streptomyces guryensis
Xanthomonas bromi
Pseudoalteromonas byunsanensis
Bacillus rhizoplanae
Yersinia canariae
Yersinia nurmii
Vibrio thalassae
Paraburkholderia piptadeniae
Hoeflea marina
Lewinella cohaerens
Xenorhabdus japonica
Actinomadura meyerae
Luteibacter yeojuensis
Xenorhabdus beddingii
Nonomuraea dietziae
Listeria costaricensis
Bifidobacterium castoris
[Corynebacterium] ilicis
Pantoea coffeiphila
Lentilactobacillus parakefiri
Paraburkholderia ginsengisoli
Bifidobacterium imperatoris
Pseudomonas bubulae
Paraburkholderia monticola
Leifsonia naganoensis
Streptococcus loxodontisalivarius
Pseudomonas xanthosomatis
Vibrio superstes
Staphylococcus roterodami
Clostridium aestuarii
Elizabethkingia occulta
Staphylococcus ureilyticus
Burkholderia savannae
Bradyrhizobium stylosanthis
Neisseria zalophi
Vibrio hangzhouensis
Pseudomonas laurylsulfatiphila
Flavobacterium swingsii
Acidiphilium organovorum
Sphingomonas rubra
Phyllobacterium leguminum
Sphingobium abikonense
Mesorhizobium hawassense
Bradyrhizobium tropiciagri
Serratia inhibens
Shewanella inventionis
Stigmatella erecta
Agromyces italicus
Microbacterium marinum
Novosphingobium naphthalenivorans
Mycolicibacterium peregrinum
Dickeya undicola
Mycolicibacterium madagascariense
Aquaspirillum arcticum
Microbacterium natoriense
Cupriavidus plantarum
Levilactobacillus zymae
Myroides marinus
Kribbella sandramycini
Mesobacillus jeotgali
Pseudomonas persica
Nocardia gamkensis
Brevibacillus gelatini
Cytobacillus solani
Nonomuraea endophytica
Agrobacterium leguminum
Rhizobium metallidurans
Halopelagius inordinatus
Kaistia adipata
Haemophilus paracuniculus
Gluconobacter cerevisiae
Pseudomonas palmensis
Trichococcus collinsii
Clostridium bovifaecis
Alicyclobacillus sacchari
Mycolicibacterium gadium
Microbulbifer salipaludis
Oceanimonas smirnovii
Sphingomonas ginsenosidimutans
Planococcus maitriensis
Enterococcus innesii
Acinetobacter modestus
Pseudomonas azerbaijanorientalis
Mycolicibacterium aubagnense
Mycobacterium grossiae
Nocardia testacea
Mycolicibacterium insubricum
Kribbella qitaiheensis
Acinetobacter portensis
Sphingobium wenxiniae
Acidithiobacillus ferrianus
Pseudomonas humi
Kutzneria kofuensis
Dickeya lacustris
Micromonospora rhizosphaerae
Nitrobacter alkalicus
Actinomadura macra
Aliivibrio sifiae
Vibrio inusitatus
Ramlibacter henchirensis
Paraburkholderia madseniana
Comamonas composti
Actinoplanes globisporus
Pseudomonas neuropathica
Cutibacterium namnetense
Pseudomonas karstica
Aeromonas fluvialis
Phyllobacterium bourgognense
Vibrio areninigrae
Mammaliicoccus fleurettii
Alteromonas portus
Brevibacterium senegalense
Proteus alimentorum
Photobacterium frigidiphilum
Micromonospora pattaloongensis
Vibrio artabrorum
Pseudomonas oryzicola
Streptococcus himalayensis
Nocardiopsis sinuspersici
Chromobacterium rhizoryzae
Sphingomonas yunnanensis
Okibacterium fritillariae
Clostridium moniliforme
Catellatospora chokoriensis
Polynucleobacter cosmopolitanus
Streptococcus ilei
Micromonospora wenchangensis
Flavobacterium piscis
Vibrio tarriae
Vibrio algivorus
Dyella soli
Shewanella sairae
Amycolatopsis kentuckyensis
Marinobacter mobilis
Chromobacterium paludis
Flavobacterium urumqiense
Paraglaciecola agarilytica
Marinobacter guineae
Cytobacillus gottheilii
Bartonella kosoyi
Bacillus paramobilis
Paracidovorax citrulli
Shewanella pneumatophori
Brevibacillus limnophilus
Amycolatopsis roodepoortensis
Nonomuraea turkmeniaca
Micromonospora humi
Vibrio atypicus
Thiococcus pfennigii
Nocardia vermiculata
Micromonospora noduli
Lentilactobacillus curieae
Caballeronia humi
Rhizobium aethiopicum
Bradyrhizobium guangxiense
Dickeya parazeae
Alishewanella fetalis
Brucella tritici
Microbacterium arthrosphaerae
Mycolicibacterium alvei
Natrialba chahannaoensis
Pseudomonas alliivorans
Brevibacterium yomogidense
Photobacterium carnosum
Melittangium lichenicola
Trichococcus palustris
Bradyrhizobium septentrionale
Flavobacterium cerinum
Methanolobus profundi
Xenorhabdus koppenhoeferi
Paraburkholderia aspalathi
Limosilactobacillus frumenti
Myroides pelagicus
Helicobacter anseris
Bradyrhizobium embrapense
Stenotrophomonas tumulicola
Candidimonas bauzanensis
Yersinia pekkanenii
Rhodococcus pseudokoreensis
Acinetobacter piscicola
Actinomadura fibrosa
Methanolobus taylorii
Mycolicibacterium fallax
Corynebacterium gerontici
Serinicoccus marinus
Shewanella schlegeliana
Campylobacter vulpis
Shewanella oncorhynchi
Paraburkholderia pallida
Kocuria aegyptia
Gordonia jinghuaiqii
Mycolicibacterium duvalii
Microbulbifer pacificus
Bhargavaea ginsengi
Kineococcus xinjiangensis
Niallia taxi
Mycobacterium kiyosense
Herminiimonas fonticola
Streptococcus troglodytidis
Bifidobacterium criceti
Pseudomonas gozinkensis
Mycolicibacterium helvum
Polynucleobacter paneuropaeus
Bifidobacterium anseris
Pseudarthrobacter defluvii
Paraburkholderia sediminicola
Neorhizobium alkalisoli
Pectobacterium quasiaquaticum
Bifidobacterium primatium
Campylobacter novaezeelandiae
Amycolatopsis eburnea
Brevibacterium pityocampae
Mycolicibacterium anyangense
Photobacterium jeanii
Sphingomonas insulae
Mycolicibacterium iranicum
Photobacterium piscicola
Bradyrhizobium nitroreducens
Mycobacterium alsense
Nonomuraea rubra
Aeromonas aquatica
Actinokineospora cianjurensis
Mycolicibacterium frederiksbergense
Pseudochrobactrum algeriensis
Neisseria arctica
Vibrio neonatus
Microbacterium caowuchunii
Pseudomonas allokribbensis
Mycobacterium syngnathidarum
Achromobacter veterisilvae
Nocardia barduliensis
Pseudomonas marianensis
Spirillospora albida
Pseudomonas pharmacofabricae
Clostridium combesii
Corynebacterium guangdongense
Staphylococcus lloydii
Mycolicibacterium sarraceniae
Mycoplasmopsis synoviae
Mycobacterium neglectum
Kribbella antibiotica
Asticcacaulis taihuensis
Yersinia wautersii
Bifidobacterium simiarum
Limosilactobacillus gastricus
Xanthomonas hydrangeae
Gordonia humi
Rhizobium altiplani
Trueperella bialowiezensis
Sandarakinorhabdus limnophila
Bacillus massiliigabonensis
Micromonospora sediminicola
Endobacter medicaginis
Rhodopseudomonas pentothenatexigens
Aquibium oceanicum
Legionella steelei
Sphingobium phenoxybenzoativorans
Bifidobacterium scaligerum
Arthrobacter ulcerisalmonis
Pseudomonas aromaticivorans
Brevibacterium jeotgali
Mycolicibacter hiberniae
Caballeronia terrestris
Mycolicibacterium senegalense
Pusillimonas ginsengisoli
Arthrobacter bambusae
Nocardiopsis listeri
Nonomuraea solani
Bradyrhizobium nanningense
Pseudomonas uvaldensis
Azospirillum palustre
Pseudomonas defluvii
Desulforamulus ruminis
Rhizobium herbae
Nocardia ninae
Leifsonia psychrotolerans
Corynebacterium faecale
Pseudoalteromonas neustonica
Staphylococcus casei
Mycolicibacter minnesotensis
Rahnella woolbedingensis
Bradyrhizobium niftali
Nonomuraea jiangxiensis
Pseudomonas asuensis
Arthrobacter polaris
Borreliella spielmanii
Bartonella callosciuri
Caballeronia calidae
Perlucidibaca piscinae
Actinopolymorpha cephalotaxi
Actinomadura formosensis
Acinetobacter guerrae
Tatumella punctata
Nocardia donostiensis
Micromonospora ferruginea
Bifidobacterium italicum
Actinomyces haliotis
Chryseobacterium capnotolerans
Jeotgalibaca arthritidis
Nocardia aurantia
Pseudomonas tehranensis
Bifidobacterium catulorum
Xanthomonas maliensis
Actinomadura montaniterrae
Caballeronia cordobensis
Kaistella antarctica
Paraburkholderia steynii
Jeotgalibaca porci
Ideonella azotifigens
Vibrio madracius
Actinophytocola algeriensis
Dyella koreensis
Nguyenibacter vanlangensis
Gillisia mitskevichiae
Bifidobacterium goeldii
Pseudomonas schmalbachii
Isoptericola jiangsuensis
Swingsia samuiensis
Psychromicrobium lacuslunae
Paenibacillus guangzhouensis
Staphylococcus shinii
Clostridium huakuii
Borrelia maritima
Phyllobacterium salinisoli
Bifidobacterium margollesii
Dyella telluris
Psychromonas marina
Janthinobacterium rivuli
Pseudomonas yangonensis
Pseudomonas arcuscaelestis
Mycobacterium lehmannii
Ensifer sesbaniae
Enterococcus wangshanyuanii
Rhodopseudomonas harwoodiae
Pseudoalteromonas arabiensis
Novosphingobium chloroacetimidivorans
Caulobacter fusiformis
Shewanella gaetbuli
Promicromonospora vindobonensis
Corallococcus exercitus
Pseudomonas farris
Pandoraea commovens
Mycolicibacterium diernhoferi
Komagataeibacter melomenusus
Polynucleobacter yangtzensis
Mycolicibacter heraklionensis
Azospirillum picis
Rahnella bruchi
Diaminobutyricimonas aerilata
Mesorhizobium gobiense
Rhizobium ecuadorense
Polynucleobacter wuianus
Vibrio cidicii
Actinokineospora cibodasensis
Mycolicibacterium boenickei
Rhizobacter dauci
Mycoplasmopsis pulmonis
Gluconacetobacter takamatsuzukensis
Nocardia lijiangensis
Nocardiopsis terrae
Streptococcus vicugnae
Brevibacillus fortis
Bifidobacterium callimiconis
Bifidobacterium samirii
Pseudomonas aylmerensis
Staphylococcus ratti
Lentilactobacillus farraginis
Rodentibacter rarus
Bradyrhizobium frederickii
Yersinia rochesterensis
Sphingobium faniae
Bartonella silvatica
Pseudomonas cyclaminis
Chryseobacterium vietnamense
Photobacterium lutimaris
Planococcus salinarum
Micromonospora orduensis
Nonomuraea wenchangensis
Lysinibacillus contaminans
Heyndrickxia sporothermodurans
Amycolatopsis albidoflavus
Phyllobacterium sophorae
Mycolicibacterium farcinogenes
Pseudomonas ovata
Bartonella acomydis
Actinomadura glauciflava
Paraburkholderia agricolaris
Niallia nealsonii
Bifidobacterium apri
Brucella cytisi
Helicobacter baculiformis
Parapusillimonas granuli
Micromonospora violae
Pseudomonas morbosilactucae
Sphingobium limneticum
Mesorhizobium delmotii
Actinomadura rubrisoli
Pseudomonas aegrilactucae
Mycolicibacter kumamotonensis
Lentilactobacillus otakiensis
Weissella bombi
Saccharothrix longispora
Kocuria himachalensis
Smaragdicoccus niigatensis
Symbiopectobacterium purcellii
Sphingobium cupriresistens
Sphingomonas cynarae
Paraburkholderia dipogonis
Brachybacterium endophyticum
Nonomuraea recticatena
Duganella radicis
Epilithonimonas lactis
Thomasclavelia spiroformis
Mycolicibacterium goodii
Mesorhizobium wenxiniae
Actinomadura physcomitrii
Williamsia maris
Micromonospora maritima
Micromonospora avicenniae
Bradyrhizobium ferriligni
Mycolicibacterium septicum
Mesorhizobium waimense
Clostridium thailandense
Helicobacter cynogastricus
Micromonospora taraxaci
Achromobacter aloeverae
Paenibacillus relictisesami
Pseudomonas huaxiensis
Haloferax chudinovii
Pseudomonas lalucatii
Bradyrhizobium quebecense
Agromyces salentinus
Bifidobacterium vansinderenii
Pseudomonas quebecensis
Dietzia aurantiaca
Shewanella psychromarinicola
Bradyrhizobium kavangense
Pseudomonas insulae
Pseudomonas petroselini
Vibrio syngnathi
Rodentibacter ratti
Galbibacter marinus
Paraburkholderia metrosideri
Eikenella exigua
Nocardia sienata
Pseudomonas paraversuta
Aeromonas lacus
Nocardia xishanensis
Mycetocola zhujimingii
Acinetobacter terrae
Alteromonas aestuariivivens
Bacteroides zhangwenhongii
Agromyces lapidis
Listeria immobilis
Methylomonas lenta
Veillonella caviae
Parageobacillus galactosidasius
Microbulbifer maritimus
Pseudomonas zanjanensis
Pseudomonas atagonensis
Shewanella glacialipiscicola
Proteus faecis
Thiomonas bhubaneswarensis
Paraburkholderia ginsengiterrae
Photobacterium sanctipauli
Myroides albus
Microbacterium insulae
Caballeronia concitans
Pseudarthrobacter polychromogenes
Mesorhizobium shonense
Chromobacterium sphagni
Cytobacillus horneckiae
Vibrio cortegadensis
Kaistia granuli
Enterococcus olivae
Hoeflea halophila
Catellatospora coxensis
Paraburkholderia rhynchosiae
Trueperella pecoris
Brucella pseudintermedia
Micromonospora polyrhachis
Marinobacterium sediminicola
Kocuria gwangalliensis
Xylanimonas allomyrinae
Sphingobium vermicomposti
Bradyrhizobium ganzhouense
Mesorhizobium abyssinicae
Brucella lupini
Lysinibacillus halotolerans
Alteromonas gracilis
Helicobacter himalayensis
Xenorhabdus kozodoii
Listeria rustica
Kribbella albertanoniae
Helicobacter enhydrae
Alishewanella tabrizica
Bartonella japonica
Xenophilus aerolatus
Vibrio galatheae
Micromonospora schwarzwaldensis
Micromonospora phytophila
Paraburkholderia youngii
Salinibacterium xinjiangense
Nocardia shimofusensis
Pannonibacter indicus
Mycolicibacter virginiensis
Sphingobium naphthae
Mesorhizobium onobrychidis
Xenorhabdus ishibashii
Rhodoglobus vestalii
Kribbella italica
Guggenheimella bovis
Helicobacter japonicus
Enterobacter siamensis
Komagataeibacter swingsii
Mesorhizobium tarimense
Paraburkholderia susongensis
Microbacterium algeriense
Brucella pecoris
Vibrio aphrogenes
Pseudomonas urmiensis
Williamsia herbipolensis
Acinetobacter terrestris
Dokdonia eikasta
Mycoplasma tullyi
Sphingobium boeckii
Luteimicrobium subarcticum
Bifidobacterium canis
Leifsonia kafniensis
Polynucleobacter acidiphobus
Rhodococcus oxybenzonivorans
Gordonia pseudamarae
Chryseobacterium ginsengisoli
Alteromonas tagae
Paenibacillus melissococcoides
Nonomuraea polychroma
Bartonella jaculi
Amycolatopsis acidicola
Sphingobium mellinum
Actinomadura litoris
Mycolicibacterium wolinskyi
Paracandidimonas soli
Halogeometricum limi
Bradyrhizobium archetypum
Acinetobacter sichuanensis
Bradyrhizobium ingae
Caballeronia hypogeia
Corallococcus aberystwythensis
Bradyrhizobium australiense
Desulfurispora thermophila
Brachybacterium sacelli
Listeria valentina
Tatumella saanichensis
Pararhizobium polonicum
Caballeronia arationis
Limosilactobacillus portuensis
Gluconacetobacter asukensis
Corallococcus terminator
Malacoplasma penetrans
Mycolicibacter arupensis
Azospirillum griseum
Brachybacterium aquaticum
Mycolicibacterium holsaticum
Mycolicibacterium fluoranthenivorans
Aquitalea pelogenes
Caballeronia pedi
Stutzerimonas kunmingensis
Sphingobium rhizovicinum
Stutzerimonas decontaminans
Pseudomonas khavaziana
Rhizobium croatiense
Xenorhabdus eapokensis
Flavobacterium circumlabens
Flavobacterium cupreum
Salipiger bermudensis
Flavobacterium aquariorum
Oricola thermophila
Azospirillum fermentarium
Actinomadura apis
Caballeronia ptereochthonis
Bradyrhizobium algeriense
Paenibacillus solani
Rhodopseudomonas rhenobacensis
Actinopolymorpha rutila
Pseudomonas peradeniyensis
Streptococcus caviae
Paraburkholderia azotifigens
Chitinasiproducens palmae
Nocardia goodfellowii
Brachybacterium halotolerans
Paracidovorax avenae
Bacteroides koreensis
Pseudochrobactrum kiredjianiae
Xenorhabdus thuongxuanensis
Caballeronia glebae
Micromonospora craterilacus
Kutzneria viridogrisea
Sphingomonas jeddahensis
Xylanimonas protaetiae
Xenorhabdus vietnamensis
Xenorhabdus miraniensis
Komagataeibacter melaceti
Xenorhabdus mauleonii
Halococcus qingdaonensis
Mesorhizobium shangrilense
Caballeronia catudaia
Providencia manganoxydans
Bradyrhizobium sediminis
Paraburkholderia fynbosensis
Lactobacillus colini
Staphylococcus pragensis
Mycolicibacterium aromaticivorans
Pseudarthrobacter equi
Gracilinema caldarium
Mesorhizobium prunaredense
Rhizobium brockwellii
Psychrobacter lutiphocae
Mesorhizobium silamurunense
Bordetella sputigena
Macrococcus armenti
Shewanella basaltis
Pigmentiphaga litoralis
Pseudomonas marvdashtae
Listeria thailandensis
Agromyces allii
Actinomadura napierensis
Rhizobium redzepovicii
Mycolicibacterium crocinum
Shewanella acanthi
Pseudomonas khorasanensis
Mesorhizobium caraganae
Bradyrhizobium namibiense
Brucella grignonensis
Gluconacetobacter tumulicola
Sinorhizobium garamanticum
Pseudaminobacter manganicus
Streptococcus respiraculi
Paenibacillus susongensis
Caballeronia novacaledonica
Flavobacterium suzhouense
Bordetella muralis
Leifsonia lichenia
Bradyrhizobium subterraneum
Pseudomonas farsensis
Rodentibacter trehalosifermentans
Pseudomonas triticicola
Paeniclostridium ghonii
Thiomonas perometabolis
Xanthomonas nasturtii
Pseudoxanthomonas dokdonensis
Caldimonas brevitalea
Hoeflea alexandrii
Mycolicibacterium pallens
Halopelagius longus
Mesorhizobium helmanticense
Streptococcus oricebi
Rodentibacter myodis
Klugiella xanthotipulae
Erwinia uzenensis
Chimaeribacter californicus
Duganella dendranthematis
Arcanobacterium wilhelmae
Fontibacillus phaseoli
Alteromonas simiduii
Nocardiopsis algeriensis
Nonomuraea bangladeshensis
Mesorhizobium robiniae
Microbulbifer marinus
Enterobacter dykesii
Chryseobacterium endophyticum
Novosphingobium soli
Cytobacillus pseudoceanisediminis
Micromonospora harpali
Bradyrhizobium mercantei
Sphingobium fontiphilum
Uruburuella testudinis
Leclercia pneumoniae
Leuconostoc palmae
Novosphingobium fuchskuhlense
Mycobacterium palauense
Paraburkholderia ferrariae
Aestuariimicrobium kwangyangense
Micromonospora palomenae
Bacteroides luhongzhouii
Gluconacetobacter tumulisoli
Paraburkholderia strydomiana
Brachybacterium fresconis
Alteromonas lipotrueae
Paenibacillus ottowii
Mesorhizobium kowhaii
Planomicrobium alkanoclasticum
Streptococcus bovimastitidis
Rodentibacter heidelbergensis
Leptospira venezuelensis
Brucella oryzae
Mesorhizobium sanjuanii
Mycolicibacterium cosmeticum
Lysinibacillus cavernae
Aquitalea denitrificans
Eikenella halliae
Comamonas terrae
Vibrio renipiscarius
Sinorhizobium alkalisoli
Chryseobacterium pennipullorum
Paraglaciecola oceanifecundans
Promicromonospora thailandica
Natrinema thermotolerans
Actinomadura chokoriensis
Gluconacetobacter aggeris
Porphyromonas loveana
Vibrio fujianensis
Bartonella pachyuromydis
Streptococcus penaeicida
Neisseria weixii
Mycobacterium neumannii
Gordonia defluvii
Hoeflea olei
Borreliella mayonii
Chimaeribacter coloradensis
Sphingobium jiangsuense
Vibrio sonorensis
Serratia myotis
Bartonella fuyuanensis
Microbulbifer rhizosphaerae
Xylanibacterium ulmi
Kocuria arsenatis
Micromonospora oryzae
Nonomuraea kuesteri
Corallococcus carmarthensis
Halorubrum persicum
Trichococcus patagoniensis
Rodentibacter mrazii
Pseudaminobacter defluvii
Geobacillus proteiniphilus
Micromonospora vinacea
Gluconobacter potus
Aminobacter carboxidus
Myroides gitamensis
Halorubrum aquaticum
Mesomycoplasma ovipneumoniae
Shewanella azerbaijanica
Frateuria defendens
Vibrio crosai
Microbulbifer epialgicus
Providencia thailandensis
Rhizobium chutanense
Enterococcus florum
Kribbella sancticallisti
Myxococcus eversor
Halorubrum californiense
Acinetobacter tibetensis
Mycolicibacterium rutilum
Lentilactobacillus sunkii
Pseudoclavibacter triregionum
Paenarthrobacter ilicis
Isoptericola hypogeus
Microbulbifer donghaiensis
Polynucleobacter difficilis
Metamycoplasma orale
Labedaea rhizosphaerae
Myxococcus vastator
Frateuria soli
Isoptericola nanjingensis
Staphylococcus taiwanensis
Actinomyces vulturis
Cytobacillus praedii
Photobacterium proteolyticum
Halorubrum halophilum
Leifsonia antarctica
Miniimonas arenae
Corynebacterium nasicanis
Actinomadura barringtoniae
Duganella fentianensis
Pusillimonas caeni
Mycobacterium kyogaense
Riemerella columbipharyngis
Trinickia symbiotica
Flavobacterium acidificum
Mesorhizobium cantuariense
Sporolactobacillus kofuensis
Effusibacillus pohliae
Luteibacter flocculans
Xanthomonas floridensis
Alloalcanivorax xenomutans
Aggregatibacter kilianii
Pisciglobus halotolerans
Staphylococcus croceilyticus
Microbulbifer yueqingensis
Acetobacter musti
Aminobacter anthyllidis
Helicobacter mehlei
Denitrificimonas caeni
Arthrobacter gyeryongensis
Microbacterium neungamense
Serratia bockelmannii
Tsuneonella flava
Leptospira johnsonii
Dyella solisilvae
Pyxidicoccus trucidator
Amycolatopsis dendrobii
Kaistella haifensis
Photobacterium toruni
Rothia koreensis
Sinorhizobium numidicum
Thermocatellispora tengchongensis
Campylobacter bilis
Limosilactobacillus balticus
Williamsia sterculiae
Bacteroides kribbi
Gordonia oryzae
Rhodopseudomonas parapalustris
Micromonospora sonneratiae
Caulobacter rhizosphaerae
Marinobacter goseongensis
Knoellia locipacati
Micromonospora deserti
Chryseobacterium rigui
Lentibacillus kapialis
Vibrio barjaei
Flavobacterium rhamnosiphilum
Gordonia crocea
Bradyrhizobium americanum
Shewanella mangrovisoli
Lacticaseibacillus camelliae
Agromyces terreus
Alkalibacillus filiformis
Shewanella algicola
Leptospira selangorensis
Mycolicibacterium porcinum
Metamycoplasma arthritidis
Vibrio ouci
Micromonospora globispora
Limosilactobacillus albertensis
Sphingomonas palmae
Staphylococcus canis
Nonomuraea rosea
Alloalcanivorax dieselolei
Imhoffiella purpurea
Natronorubrum texcoconense
Bradyrhizobium commune
Flavobacterium branchiicola
Trinickia soli
Microbacterium bovistercoris
Thiohalocapsa marina
Gluconacetobacter dulcium
Nocardia aurea
Limosilactobacillus rudii
Microterricola gilva
Halorubrum luteum
Ramlibacter rhizophilus
Mesorhizobium atlanticum
Vibrio aquaticus
Brachybacterium kimchii
Paenibacillus zeisoli
Polynucleobacter sinensis
Flavobacterium restrictum
Pusillimonas soli
Microbulbifer taiwanensis
Mycolicibacterium conceptionense
Brucella haematophila
Saccharomonospora piscinae
Micrococcus porci
Yersinia proxima
Shinella fusca
Amycolatopsis bullii
Erwinia endophytica
Dyella tabacisoli
Rhizobium changzhiense
Kocuria oceani
Sphingomonas kyungheensis
Mycolicibacter senuensis
Lactococcus reticulitermitis
Nocardia sungurluensis
Nonomuraea guangzhouensis
Limosilactobacillus agrestis
Photobacterium aplysiae
Mesorhizobium neociceri
Dietzia aerolata
Pigmentiphaga humi
Mesorhizobium sophorae
Paenibacillus wenxiniae
Saccharothrix hoggarensis
Duganella lactea
Alkalihalophilus marmarensis
Micromonospora sediminis
Mycolicibacterium setense
Rhodococcus artemisiae
Micromonospora radicis
Nonomuraea roseola
Rhodococcus nanhaiensis
Vitiosangium cumulatum
Yaniella halotolerans
Janthinobacterium violaceinigrum
Halorubrum halodurans
Mycolicibacterium tusciae
Galactobacter valiniphilus
Marihabitans asiaticum
Pseudarthrobacter scleromae
Mesocricetibacter intestinalis
Halochromatium glycolicum
Mycolicibacterium llatzerense
Pusillimonas harenae
Bordetella tumbae
Photobacterium malacitanum
Dyella choica
Borreliella californiensis
Amycolatopsis oliviviridis
Streptococcus catagoni
Xylanimicrobium pachnodae
Nonomuraea angiospora
Galactobacter caseinivorans
Actinokineospora baliensis
Novosphingobium arabidopsis
Frateuria edaphi
Okibacterium endophyticum
Photobacterium andalusiense
Goodfellowiella coeruleoviolacea
Bradyrhizobium murdochi
Planomicrobium psychrophilum
Limosilactobacillus equigenerosi
Pseudoclavibacter chungangensis
Gluconobacter aidae
Promicromonospora xylanilytica
Kutzneria chonburiensis
Polynucleobacter rarus
Streptococcus dentiloxodontae
Comamonas sediminis
Bordetella tumulicola
Brachybacterium zhongshanense
Comamonas guangdongensis
Komagataeibacter diospyri
Nocardia aurantiaca
Leptospira langatensis
Rhizobacter fulvus
Kocuria tytonis
Nonomuraea salmonea
Rhodococcus electrodiphilus
Kribbella alba
Dyella psychrodurans
Falsibacillus albus
Gordonia hankookensis
Epilithonimonas hominis
Pseudoxanthomonas sacheonensis
Microbacterium hibisci
Serratia aquatilis
Gulosibacter macacae
Kribbella swartbergensis
Microbulbifer echini
Planococcus salinus
Pseudoalteromonas gelatinilytica
Micromonospora zingiberis
Flavobacterium kayseriense
Kribbella lupini
Dyella monticola
Aquamicrobium terrae
Flavobacterium gawalongense
Halochromatium roseum
Mannheimia caviae
Kribbella ginsengisoli
Limosilactobacillus fastidiosus
Gibbsiella dentisursi
Bifidobacterium porcinum
Mycolicibacterium canariasense
Marinobacter profundi
Actinomadura scrupuli
Kocuria uropygioeca
Trinickia dinghuensis
Micromonospora phaseoli
Legionella qingyii
Paenibacillus farraposensis
Prevotella vespertina
Novosphingobium aerophilum
Rhodococcus canchipurensis
Paraburkholderia lacunae
Ampullimonas aquatilis
Trueperella bonasi
Mesorhizobium newzealandense
Leptospira semungkisensis
Qipengyuania spongiae
Campylobacter estrildidarum
Nonomuraea rhizophila
Rhodococcus pedocola
Acinetobacter rathckeae
Arcanobacterium buesumense
Mycobacterium senriense
Alcaligenes endophyticus
Mesorhizobium terrae
Castellaniella daejeonensis
Vibrio olivae
Rhodococcus antrifimi
Nonomuraea helvata
Paraburkholderia acidicola
Paenibacillus faecalis
Nonomuraea africana
Paenibacillus hispanicus
Polynucleobacter victoriensis
Bifidobacterium olomucense
Pseudoalteromonas caenipelagi
Actinokineospora globicatena
Prescottella defluvii
Cytobacillus depressus
Psychromicrobium silvestre
Nocardiopsis eucommiae
Kribbella capetownensis
Trichococcus shcherbakoviae
Promicromonospora alba
Chelativorans intermedius
Sphingobium qiguonii
Paenibacillus zeae
Yersinia artesiana
Novosphingopyxis baekryungensis
Mycolicibacterium sphagni
Flavobacterium psychroterrae
Bradyrhizobium australafricanum
Novosphingobium naphthae
Sphingomonas hominis
Rubrivivax albus
Actinomadura xylanilytica
Bartonella florencae
Psychromonas profunda
Legionella saoudiensis
Paraburkholderia panacisoli
Mycobacterium aquiterrae
Polynucleobacter hirudinilacicola
Haloparvum sedimenti
Isoptericola cucumis
Flavobacterium inkyongense
Mesobacillus zeae
Azospirillum cavernae
Trinickia dabaoshanensis
Borreliella yangtzensis
Micromonospora luteiviridis
Polynucleobacter antarcticus
Brevibacterium daeguense
Mycolicibacterium neworleansense
Gordonia didemni
Paraburkholderia dilworthii
Haloferax namakaokahaiae
Streptosporangium saharense
Metabacillus niabensis
Kribbella yunnanensis
Yersinia thracica
Paraburkholderia antibiotica
Pararhizobium antarcticum
Flavobacterium chryseum
Paraburkholderia polaris
Salinispora mooreana
Salinispora fenicalii
Vibrio nitrifigilis
Acidibrevibacterium fodinaquatile
Polynucleobacter meluiroseus
Halorubrum ejinorense
Sphingobium subterraneum
Herminiimonas aquatilis
Gordonia spumicola
Kaistia terrae
Caenimicrobium hargitense
Polynucleobacter campilacus
Nocardiopsis fildesensis
Oceanimonas marisflavi
Planotetraspora kaengkrachanensis
Helicobacter labacensis
Arhodomonas recens
Salinispora oceanensis
Trichococcus ilyis
Mycolicibacter longobardus
Paludibacterium paludis
Pseudoxanthomonas yeongjuensis
Gordonia asplenii
Salinispora cortesiana
Oceaniradius stylonematis
Polynucleobacter corsicus
Promicromonospora iranensis
Kocuria uropygialis
Microbulbifer okinawensis
Enterococcus crotali
Pusillimonas thiosulfatoxidans
Kribbella endophytica
Borreliella lanei
Thiomonas thermosulfata
Xenorhabdus magdalenensis
Polynucleobacter ibericus
Shewanella litoralis
Paludibacterium purpuratum
Proteus cibi
Saccharomonospora oceani
Mesorhizobium waitakense
Actinomadura sporangiiformans
Planococcus ruber
Paraburkholderia silviterrae
Salinispora goodfellowii
Acinetobacter geminorum
Flavobacterium brevivitae
Ramlibacter monticola
Rugosimonospora africana
Microbacterium atlanticum
Microbacterium aureliae
Mesorhizobium olivaresii
Polynucleobacter arcticus
Pseudoalteromonas amylolytica
Mesorhizobium calcicola
Salinispora vitiensis
Phocaeicola barnesiae
Flavobacterium amniphilum
Kocuria salina
Pseudoclavibacter endophyticus
Pseudoclavibacter terrae
Flavobacterium hankyongi
Polynucleobacter tropicus
Kitasatospora cinereorecta
Nocardia jiangsuensis
Helicobacter vulpis
Dyella kyungheensis
Polynucleobacter aenigmaticus
Sorangium bulgaricum
