binomial_name;motility;gram_staining;aerophilicity;extreme_environment_tolerance;biofilm_formation;animal_pathogenicity;biosafety_level;health_association;host_association;plant_pathogenicity;spore_formation;hemolysis;cell_shape
Pseudidiomarina aestuarii;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Phytohabitans suffuscus;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Rhodanobacter rhizosphaerae;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Terrimonas rhizosphaerae;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Halomonas sabkhae;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Corynebacterium thomssenii;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 2;NA;NA;FALSE;FALSE;gamma;NA
Sphingobacterium shayense;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Christensenella minuta;FALSE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Parasutterella secunda;FALSE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Bhargavaea indica;FALSE;NA;aerobic;NA;NA;NA;NA;NA;NA;NA;FALSE;NA;NA
Nocardioides panacisoli;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Promicromonospora umidemergens;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Brevibacterium sandarakinum;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Paenibacillus residui;TRUE;gram stain variable;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Cellulosibacter alkalithermophilus;TRUE;gram stain positive;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Paenibacillus prosopidis;TRUE;gram stain variable;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Pseudonocardia xishanensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Salisediminibacterium beveridgei;TRUE;gram stain positive;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Roseivivax lentus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Sporosarcina contaminans;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Sporosarcina thermotolerans;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Vagococcus penaei;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Rhodothermus profundi;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Paenibacillus xylanisolvens;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Pseudofulvimonas gallinarii;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Sphingobacterium cladoniae;FALSE;gram stain negative;aerobic;NA;NA;NA;NA;NA;NA;NA;FALSE;NA;NA
Nocardioides daedukensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Cocleimonas flava;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;NA;NA;NA
Nocardioides caricicola;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Pontibacter niistensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Thiomicrorhabdus frisia;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Herbiconiux moechotypicola;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Kordiimonas lacus;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Stutzerimonas urumqiensis;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Ruegeria marina;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Olleya aquimaris;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Methylophilus flavus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;TRUE;NA;bacillus
Methylophilus luteus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;TRUE;NA;bacillus
Fructilactobacillus florum;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;NA;NA;NA
Natronorubrum sediminis;FALSE;gram stain negative;aerobic;TRUE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Lentibacillus persicus;TRUE;gram stain positive;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Oceanisphaera arctica;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Lacinutrix himadriensis;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Colwellia chukchiensis;TRUE;gram stain negative;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Pricia antarctica;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Pseudidiomarina aquimaris;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Gemmobacter fontiphilus;FALSE;gram stain negative;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Pedococcus badiiscoriae;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Allocatelliglobosispora scoriae;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Singulisphaera rosea;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;NA;NA;coccus
Paenochrobactrum gallinarii;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Marinobacter oulmenensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Rhodopseudomonas telluris;TRUE;gram stain negative;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Marinicella litoralis;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Arenicella xantha;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Thermosporothrix hazakensis;FALSE;gram stain positive;aerobic;NA;NA;NA;NA;NA;NA;NA;TRUE;NA;NA
Tsukamurella soli;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Anaerostipes butyraticus;FALSE;gram stain positive;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Paraurantiacibacter namhicola;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Luteimonas terricola;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Alkalibaculum bacchi;TRUE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Paenibacillus sputi;TRUE;gram stain variable;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Litorivicinus marinus;FALSE;gram stain negative;aerobic;NA;NA;NA;NA;NA;NA;FALSE;NA;NA;NA
Kangiella japonica;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Shimia isoporae;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Nocardia callitridis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Pseudonocardia adelaidensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Haloactinopolyspora alba;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Methanoculleus hydrogenitrophicus;FALSE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Massilia jejuensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;NA;NA;NA
Massilia suwonensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Borreliella bissettiae;TRUE;gram stain negative;aerobic;FALSE;NA;NA;NA;NA;TRUE;FALSE;NA;NA;spirillum
Dactylosporangium luteum;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Dactylosporangium luridum;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Flavobacterium yonginense;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Sphingobacterium hotanense;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Amorphus orientalis;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Bizionia echini;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Acetomicrobium hydrogeniformans;FALSE;gram stain negative;anaerobic;TRUE;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Alteraurantiacibacter aestuarii;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Paenisporosarcina indica;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Caldithrix palaeochoryensis;TRUE;NA;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;NA;NA;NA
Parahaliea mediterranea;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Chryseobacterium arthrosphaerae;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Dyadobacter psychrophilus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Sphingopyxis bauzanensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Fretibacterium fastidiosum;TRUE;gram stain negative;anaerobic;NA;TRUE;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;NA
Flavobacterium myungsuense;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Anoxybacillus eryuanensis;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Mucilaginibacter mallensis;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Mucilaginibacter frigoritolerans;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Cohnella luojiensis;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Albibacterium bauzanense;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Sphingomonas alpina;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Basfia succiniciproducens;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;NA;alpha;NA
Sphingomonas haloaromaticamans;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Fontibacter flavus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Methylocystis bryophila;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Cohaesibacter marisflavi;TRUE;gram stain negative;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Tepidibacter mesophilus;TRUE;gram stain positive;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Arthrobacter alpinus;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Saccharospirillum aestuarii;FALSE;gram stain negative;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Vogesella mureinivorans;TRUE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Rudaeicoccus suwonensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Rhodanobacter caeni;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Pacificibacter marinus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Sphingomonas glacialis;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Paracoccus fistulariae;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Angustibacter luteus;FALSE;gram stain positive;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Camelimonas lactis;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Dyadobacter soli;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Stenotrophomonas daejeonensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;TRUE;FALSE;NA;bacillus
Cupriavidus pampae;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Flavobacterium compostarboris;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Chiayiivirga flava;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Azospirillum zeae;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Microbacterium radiodurans;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Nocardioides marmoriginsengisoli;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Nocardioides pocheonensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Pseudobacter ginsenosidimutans;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Nocardioides ginsengagri;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Deinococcus humi;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Pseudonocardia babensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Methylocapsa aurea;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Comamonas zonglianii;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Microbacterium mitrae;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Winogradskyella pacifica;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Amycolatopsis samaneae;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Saccharopolyspora phatthalungensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Haloechinothrix alba;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Salinovum rubellum;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Paenibacillus sediminis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Flavobacterium ponti;FALSE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Mixta calida;TRUE;gram stain negative;NA;FALSE;NA;NA;biosafety level 1;NA;NA;TRUE;FALSE;NA;NA
Mixta gaviniae;TRUE;gram stain negative;NA;FALSE;NA;NA;biosafety level 1;NA;NA;TRUE;FALSE;NA;bacillus
Rhodanobacter denitrificans;TRUE;gram stain negative;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Undibacterium oligocarboniphilum;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Salinirepens amamiensis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Paraburkholderia diazotrophica;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Methanospirillum lacunae;TRUE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Tenacibaculum dicentrarchi;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Paenibacillus filicis;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Litoreibacter janthinus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Litoreibacter albidus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Adhaeribacter aerophilus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Adhaeribacter aerolatus;FALSE;gram stain negative;aerobic;NA;NA;NA;NA;NA;NA;FALSE;FALSE;NA;bacillus
Microvirga aerophila;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Microvirga aerilata;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;bacillus
Segetibacter aerophilus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Fontibacillus panacisegetis;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Nesterenkonia suensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Reinekea aestuarii;FALSE;gram stain negative;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Catenibacillus scindens;FALSE;gram stain positive;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;gamma;NA
Peribacillus deserti;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Trujillonella endophytica;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Plantactinospora endophytica;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Marisediminicola antarctica;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Actinomyces weissii;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;NA;FALSE;FALSE;NA;NA
Nevskia terrae;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Auraticoccus monumenti;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Tolumonas osonensis;FALSE;gram stain negative;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Moorella humiferrea;TRUE;gram stain positive;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Auritidibacter ignavus;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Simiduia areninigrae;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Corynebacterium canis;FALSE;gram stain positive;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Euzebyella saccharophila;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Virgibacillus jeotgali;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Methanothermobacter tenebrarum;FALSE;gram stain positive;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Parasphingopyxis lamellibrachiae;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Chryseobacterium culicis;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Agarivorans gilvus;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Salinimicrobium marinum;TRUE;gram stain negative;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Pseudonocardia tropica;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Chryseomicrobium palamuruense;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Microlunatus parietis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Azospirillum ramasamyi;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Larkinella bovis;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Flavobacterium haoranii;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Sphingobacterium wenxiniae;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Enteractinococcus fodinae;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus
Dactylosporangium siamense;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Ruegeria faecimaris;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;NA
Flavobacterium dongtanense;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Tessaracoccus oleiagri;FALSE;gram stain positive;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Lysobacter ruishenii;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Chromobacterium piscinae;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;NA;NA;NA
Pseudorhodobacter aquimaris;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;NA;NA;NA
Pedobacter ginsenosidimutans;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus
Salinarimonas ramus;TRUE;gram stain negative;facultatively anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Paracoccus sphaerophysae;FALSE;gram stain negative;aerobic;NA;NA;NA;NA;NA;NA;NA;FALSE;NA;NA
Cryptosporangium mongoliense;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Lutibacter flavus;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Tuwongella immobilis;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;NA;NA;NA
Mucilaginibacter dorajii;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;NA;FALSE;NA;NA
Roseomonas pecuniae;FALSE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Ornithinibacillus contaminans;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Thermoanaerobacter pentosaceus;FALSE;gram stain negative;anaerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus
Leucobacter aerolatus;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
Paenibacillus chungangensis;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Paenibacillus puldeungensis;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Virgibacillus alimentarius;TRUE;NA;NA;NA;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;NA
Kushneria konosiri;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA
