Binomial name	NCBI_ID	Motility	Gram staining	Aerophilicity	Extreme environment tolerance	Biofilm formation	Animal pathogenicity	Biosafety level	Health association	Host association	Plant pathogenicity	Spore formation	Hemolysis	Cell shape	Member of WA subset	Superkingdom	Phylum	Class	Order	Family	Genus	Species	FTP path	Fasta file
Nonomuraea antimicrobica	561173	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea antimicrobica	NA	NA
Mameliella alba	561184	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Mameliella	Mameliella alba	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/405/015/GCA_011405015.1_ASM1140501v1	GCA_011405015.1_ASM1140501v1_genomic.fasta
Castellaniella denitrificans	56119	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella	Castellaniella denitrificans	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/214/045/GCF_027214045.1_ASM2721404v1	GCF_027214045.1_ASM2721404v1_genomic.fasta
Maribacter arcticus	561365	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter arcticus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/167/935/GCA_900167935.1_IMG-taxon_2595698209_annotated_assembly	GCA_900167935.1_IMG-taxon_2595698209_annotated_assembly_genomic.fasta
Ureibacillus sinduriensis	561440	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Ureibacillus	Ureibacillus sinduriensis	NA	NA
Tenacibaculum gallaicum	561505	TRUE	gram stain negative	aerobic	NA	NA	TRUE	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum gallaicum	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/387/615/GCF_003387615.1_ASM338761v1	GCF_003387615.1_ASM338761v1_genomic.fasta
Dethiosulfovibrio salsuginis	561720	TRUE	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Synergistota	Synergistia	Synergistales	Dethiosulfovibrionaceae	Dethiosulfovibrio	Dethiosulfovibrio salsuginis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/177/735/GCA_900177735.1_IMG-taxon_2671180116_annotated_assembly	GCA_900177735.1_IMG-taxon_2671180116_annotated_assembly_genomic.fasta
Escherichia coli	562	FALSE	gram stain negative	NA	TRUE	NA	FALSE	NA	FALSE	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/853/715/GCF_002853715.1_ASM285371v1	GCF_002853715.1_ASM285371v1_genomic.fasta
Parvibaculum indicum	562969	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Parvibaculaceae	Parvibaculum	Parvibaculum indicum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/762/095/GCA_011762095.1_ASM1176209v1	GCA_011762095.1_ASM1176209v1_genomic.fasta
Sphingobium vulgare	563163	TRUE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium vulgare	NA	NA
Ferruginibacter alkalilentus	563170	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter alkalilentus	NA	NA
Ferruginibacter lapsinanis	563172	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter lapsinanis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/783/315/GCA_020783315.1_ASM2078331v1	GCA_020783315.1_ASM2078331v1_genomic.fasta
Siphonobacter aquaeclarae	563176	FALSE	gram stain negative	facultatively anaerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Siphonobacter	Siphonobacter aquaeclarae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/285/GCA_900103285.1_IMG-taxon_2622736636_annotated_assembly	GCA_900103285.1_IMG-taxon_2622736636_annotated_assembly_genomic.fasta
Salinisphaera hydrothermalis	563188	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Salinisphaera hydrothermalis	NA	NA
Gracilibacillus thailandensis	563735	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus thailandensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/994/055/GCA_010994055.1_ASM1099405v1	GCA_010994055.1_ASM1099405v1_genomic.fasta
Sphingomonas hankookensis	563996	FALSE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas hankookensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/551/275/GCF_028551275.1_ASM2855127v1	GCF_028551275.1_ASM2855127v1_genomic.fasta
Spirosoma rigui	564064	TRUE	gram stain negative	facultatively anaerobic	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma rigui	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/067/135/GCF_002067135.1_ASM206713v1	GCF_002067135.1_ASM206713v1_genomic.fasta
Marinobacter antarcticus	564117	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter antarcticus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/142/385/GCA_900142385.1_IMG-taxon_2667527391_annotated_assembly	GCA_900142385.1_IMG-taxon_2667527391_annotated_assembly_genomic.fasta
Luteibacter anthropi	564369	TRUE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	Luteibacter anthropi	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/699/965/GCA_023699965.1_ASM2369996v1	GCA_023699965.1_ASM2369996v1_genomic.fasta
Microbispora siamensis	564413	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Microbispora	Microbispora siamensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/863/095/GCA_016863095.1_ASM1686309v1	GCA_016863095.1_ASM1686309v1_genomic.fasta
Vagococcus acidifermentans	564710	FALSE	gram stain positive	facultatively anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus acidifermentans	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/987/655/GCF_003987655.1_ASM398765v1	GCF_003987655.1_ASM398765v1_genomic.fasta
Pedobacter koreensis	564835	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter koreensis	NA	NA
Streptomyces tateyamensis	565073	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces tateyamensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/205/575/GCF_003205575.1_ASM320557v1	GCF_003205575.1_ASM320557v1_genomic.fasta
Plantactinospora mayteni	566021	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Plantactinospora	Plantactinospora mayteni	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/862/935/GCA_016862935.1_ASM1686293v1	GCA_016862935.1_ASM1686293v1_genomic.fasta
Promicromonospora xylanilytica	566022	FALSE	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	TRUE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Promicromonospora	Promicromonospora xylanilytica	NA	NA
Saccharopolyspora tripterygii	566024	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora tripterygii	NA	NA
Micrococcus yunnanensis	566027	FALSE	gram stain positive	aerobic	TRUE	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	coccus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus yunnanensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/573/625/GCA_023573625.1_ASM2357362v1	GCA_023573625.1_ASM2357362v1_genomic.fasta
Sulfurospirillum arsenophilum	56698	TRUE	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum arsenophilum	NA	NA
Henriciella litoralis	568102	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Henriciella	Henriciella litoralis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/088/935/GCF_002088935.1_ASM208893v1	GCF_002088935.1_ASM208893v1_genomic.fasta
Palleronia aestuarii	568105	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Palleronia	Palleronia aestuarii	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/253/995/GCF_003253995.1_ASM325399v1	GCF_003253995.1_ASM325399v1_genomic.fasta
Marinobacterium lutimaris	568106	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	Marinobacterium lutimaris	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/065/GCA_900108065.1_IMG-taxon_2693429862_annotated_assembly	GCA_900108065.1_IMG-taxon_2693429862_annotated_assembly_genomic.fasta
Shewanella frigidimarina	56812	TRUE	gram stain negative	NA	FALSE	NA	TRUE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella frigidimarina	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/797/125/GCF_003797125.1_ASM379712v1	GCF_003797125.1_ASM379712v1_genomic.fasta
Nisaea nitritireducens	568392	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Thalassobaculaceae	Nisaea	Nisaea nitritireducens	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/904/795/GCA_014904795.1_ASM1490479v1	GCA_014904795.1_ASM1490479v1_genomic.fasta
Jeotgalicoccus nanhaiensis	568603	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus nanhaiensis	NA	NA
Herbaspirillum aquaticum	568783	TRUE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum aquaticum	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/213/425/GCF_002213425.1_ASM221342v1	GCF_002213425.1_ASM221342v1_genomic.fasta
Caloramator boliviensis	568790	TRUE	gram stain variable	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator boliviensis	NA	NA
Microbispora hainanensis	568844	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Microbispora	Microbispora hainanensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/874/475/GCF_006874475.1_ASM687447v1	GCF_006874475.1_ASM687447v1_genomic.fasta
Alteribacillus persepolensis	568899	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Alteribacillus	Alteribacillus persepolensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/605/GCA_900099605.1_IMG-taxon_2654588171_annotated_assembly	GCA_900099605.1_IMG-taxon_2654588171_annotated_assembly_genomic.fasta
Umboniibacter marinipuniceus	569599	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Umboniibacter	Umboniibacter marinipuniceus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/688/415/GCF_003688415.1_ASM368841v1	GCF_003688415.1_ASM368841v1_genomic.fasta
Marinomonas arenicola	569601	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas arenicola	NA	NA
Methylovirgula ligni	569860	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylovirgula	Methylovirgula ligni	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/935/GCF_004135935.1_ASM413593v1	GCF_004135935.1_ASM413593v1_genomic.fasta
Salinihabitans flavidus	569882	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salinihabitans	Salinihabitans flavidus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/425/GCA_900110425.1_IMG-taxon_2634166353_annotated_assembly	GCA_900110425.1_IMG-taxon_2634166353_annotated_assembly_genomic.fasta
Metaplanococcus flavidus	569883	TRUE	gram stain variable	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	coccus	TRUE	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Metaplanococcus	Metaplanococcus flavidus	NA	NA
Fretibacter rubidus	570162	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Robiginitomaculaceae	Fretibacter	Fretibacter rubidus	NA	NA
Deefgea chitinilytica	570276	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Chitinibacteraceae	Deefgea	Deefgea chitinilytica	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/881/405/GCA_016881405.1_ASM1688140v1	GCA_016881405.1_ASM1688140v1_genomic.fasta
Allobacillus halotolerans	570278	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Allobacillus	Allobacillus halotolerans	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/743/495/GCF_028743495.1_ASM2874349v1	GCF_028743495.1_ASM2874349v1_genomic.fasta
Terrimonas aquatica	570279	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas aquatica	NA	NA
Thalassotalea montiporae	570280	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	Thalassotalea montiporae	NA	NA
Lacticaseibacillus zeae	57037	FALSE	gram stain positive	facultatively anaerobic	NA	NA	NA	biosafety level 1	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus zeae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/492/555/GCA_900492555.1_CECT9104	GCA_900492555.1_CECT9104_genomic.fasta
Sphingobium faniae	570446	FALSE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium faniae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/475/GCA_900100475.1_IMG-taxon_2596583600_annotated_assembly	GCA_900100475.1_IMG-taxon_2596583600_annotated_assembly_genomic.fasta
Muricauda flava	570519	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	Flagellimonas flava	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/665/GCA_900129665.1_IMG-taxon_2617270824_annotated_assembly	GCA_900129665.1_IMG-taxon_2617270824_annotated_assembly_genomic.fasta
Xanthomarina spongicola	570520	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Xanthomarina	Xanthomarina spongicola	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/148/645/GCF_003148645.1_ASM314864v1	GCF_003148645.1_ASM314864v1_genomic.fasta
Marinitoga litoralis	570855	TRUE	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	NA	NA	NA	FALSE	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	Marinitoga litoralis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/908/145/GCA_016908145.1_ASM1690814v1	GCA_016908145.1_ASM1690814v1_genomic.fasta
Virgibacillus byunsanensis	570945	TRUE	gram stain variable	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus byunsanensis	NA	NA
Salimicrobium flavidum	570947	TRUE	gram stain variable	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Salimicrobium	Salimicrobium flavidum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/645/GCA_900156645.1_IMG-taxon_2681813511_annotated_assembly	GCA_900156645.1_IMG-taxon_2681813511_annotated_assembly_genomic.fasta
Meridianimaribacter flavus	571115	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Meridianimaribacter	Meridianimaribacter flavus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/366/715/GCF_004366715.1_ASM436671v1	GCF_004366715.1_ASM436671v1_genomic.fasta
Desulfosarcina alkanivorans	571177	TRUE	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	Desulfosarcina alkanivorans	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/688/945/GCF_009688945.1_ASM968894v1	GCF_009688945.1_ASM968894v1_genomic.fasta
Saccharothrix saharensis	571190	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	Saccharothrix saharensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/716/745/GCF_006716745.1_ASM671674v1	GCF_006716745.1_ASM671674v1_genomic.fasta
Brucella rhizosphaerae	571254	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella rhizosphaerae	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/475/GCF_002252475.1_ASM225247v1	GCF_002252475.1_ASM225247v1_genomic.fasta
Brucella thiophenivorans	571255	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella thiophenivorans	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/445/GCF_002252445.1_ASM225244v1	GCF_002252445.1_ASM225244v1_genomic.fasta
Brucella pituitosa	571256	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella pituitosa	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/625/GCF_002025625.1_ASM202562v1	GCF_002025625.1_ASM202562v1_genomic.fasta
Aliiruegeria lutimaris	571298	FALSE	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Aliiruegeria	Aliiruegeria lutimaris	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/935/GCA_900099935.1_IMG-taxon_2622736598_annotated_assembly	GCA_900099935.1_IMG-taxon_2622736598_annotated_assembly_genomic.fasta
Luteipulveratus mongoliensis	571913	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	coccus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermacoccaceae	Luteipulveratus	Luteipulveratus mongoliensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/945/GCF_001190945.1_ASM119094v1	GCF_001190945.1_ASM119094v1_genomic.fasta
Thalassobacillus cyri	571932	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Thalassobacillus	Thalassobacillus cyri	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/755/GCA_900107755.1_IMG-taxon_2675903014_annotated_assembly	GCA_900107755.1_IMG-taxon_2675903014_annotated_assembly_genomic.fasta
Daejeonella lutea	572036	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Daejeonella	Daejeonella lutea	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/168/015/GCA_900168015.1_IMG-taxon_2595698248_annotated_assembly	GCA_900168015.1_IMG-taxon_2595698248_annotated_assembly_genomic.fasta
Roseovarius nanhaiticus	573024	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseovarius	Roseovarius nanhaiticus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/535/GCA_900156535.1_IMG-taxon_2681812935_annotated_assembly	GCA_900156535.1_IMG-taxon_2681812935_annotated_assembly_genomic.fasta
Laceyella sediminis	573074	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	Laceyella sediminis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/125/GCF_003003125.1_ASM300312v1	GCF_003003125.1_ASM300312v1_genomic.fasta
